Timestamp,Event,Value
2025-12-08 00:43:19,Eyes Closed,0.175
2025-12-08 00:43:19,Eyes Closed,0.174
2025-12-08 00:43:19,Eyes Closed,0.207
2025-12-08 00:43:19,Eyes Closed,0.176
2025-12-08 00:43:20,Eyes Closed,0.15
2025-12-08 00:43:20,Eyes Closed,0.198
2025-12-08 00:43:20,Eyes Closed,0.171
2025-12-08 00:43:20,Eyes Closed,0.145
2025-12-08 00:43:20,Eyes Closed,0.176
2025-12-08 00:43:20,Eyes Closed,0.179
2025-12-08 00:43:20,Eyes Closed,0.181
2025-12-08 00:43:20,Eyes Closed,0.179
2025-12-08 00:43:20,Eyes Closed,0.153
2025-12-08 00:43:20,Eyes Closed,0.107
2025-12-08 00:43:20,Eyes Closed,0.117
2025-12-08 00:43:21,Eyes Closed,0.121
2025-12-08 00:43:21,Eyes Closed,0.125
2025-12-08 00:43:21,Eyes Closed,0.117
2025-12-08 00:43:21,Eyes Closed,0.107
2025-12-08 00:43:21,Eyes Closed,0.126
2025-12-08 00:43:21,Eyes Closed,0.133
2025-12-08 00:43:21,Eyes Closed,0.146
2025-12-08 00:43:21,Eyes Closed,0.13
2025-12-08 00:43:21,Eyes Closed,0.115
2025-12-08 00:43:21,Eyes Closed,0.12
2025-12-08 00:43:21,Eyes Closed,0.131
2025-12-08 00:43:22,Eyes Closed,0.107
2025-12-08 00:43:22,Eyes Closed,0.123
2025-12-08 00:43:22,Eyes Closed,0.131
2025-12-08 00:43:22,Eyes Closed,0.121
2025-12-08 00:43:22,Eyes Closed,0.148
2025-12-08 00:43:22,Eyes Closed,0.143
2025-12-08 00:43:22,Eyes Closed,0.145
2025-12-08 00:43:22,Eyes Closed,0.123
2025-12-08 00:43:22,Eyes Closed,0.132
2025-12-08 00:43:22,Eyes Closed,0.122
2025-12-08 00:43:22,Eyes Closed,0.126
2025-12-08 00:43:23,Eyes Closed,0.134
2025-12-08 00:43:23,Eyes Closed,0.177
2025-12-08 00:43:23,Eyes Closed,0.219
2025-12-08 00:43:23,Eyes Closed,0.233
2025-12-08 00:43:23,Eyes Closed,0.242
2025-12-08 00:43:24,Eyes Closed,0.219
2025-12-08 00:43:24,Eyes Closed,0.201
2025-12-08 00:43:24,Eyes Closed,0.202
2025-12-08 00:43:24,Eyes Closed,0.187
2025-12-08 00:43:24,Head Tilt,30.5
2025-12-08 00:43:24,Eyes Closed,0.178
2025-12-08 00:43:24,Head Tilt,31.97
2025-12-08 00:43:24,Eyes Closed,0.192
2025-12-08 00:43:24,Head Tilt,31.54
2025-12-08 00:43:25,Eyes Closed,0.183
2025-12-08 00:43:25,Head Tilt,34.26
2025-12-08 00:43:25,Eyes Closed,0.166
2025-12-08 00:43:25,Head Tilt,36.87
2025-12-08 00:43:25,Eyes Closed,0.147
2025-12-08 00:43:25,Head Tilt,39.28
2025-12-08 00:43:25,Eyes Closed,0.14
2025-12-08 00:43:25,Head Tilt,38.93
2025-12-08 00:43:25,Eyes Closed,0.131
2025-12-08 00:43:25,Head Tilt,37.23
2025-12-08 00:43:25,Eyes Closed,0.069
2025-12-08 00:43:25,Head Tilt,37.77
2025-12-08 00:43:25,Eyes Closed,0.119
2025-12-08 00:43:25,Head Tilt,38.57
2025-12-08 00:43:25,Eyes Closed,0.218
2025-12-08 00:43:25,Head Tilt,36.81
2025-12-08 00:43:25,Eyes Closed,0.076
2025-12-08 00:43:25,Head Tilt,30.82
2025-12-08 00:43:26,Eyes Closed,0.142
2025-12-08 00:43:26,Eyes Closed,0.172
2025-12-08 00:43:26,Eyes Closed,0.144
2025-12-08 00:43:26,Eyes Closed,0.18
2025-12-08 00:43:26,Eyes Closed,0.165
2025-12-08 00:43:26,Eyes Closed,0.145
2025-12-08 00:43:26,Eyes Closed,0.172
2025-12-08 00:43:26,Eyes Closed,0.164
2025-12-08 00:43:26,Eyes Closed,0.18
2025-12-08 00:43:27,Eyes Closed,0.173
2025-12-08 00:43:27,Eyes Closed,0.182
2025-12-08 00:43:27,Eyes Closed,0.19
2025-12-08 00:43:27,Eyes Closed,0.19
2025-12-08 00:43:27,Eyes Closed,0.207
2025-12-08 00:43:27,Eyes Closed,0.211
2025-12-08 00:43:27,Eyes Closed,0.224
2025-12-08 00:43:27,Eyes Closed,0.243
2025-12-08 00:43:29,Head Tilt,30.6
2025-12-08 00:43:29,Head Tilt,32.91
2025-12-08 00:43:29,Head Tilt,32.64
2025-12-08 00:43:29,Head Tilt,33.43
2025-12-08 00:43:30,Head Tilt,32.96
2025-12-08 00:43:30,Head Tilt,34.03
2025-12-08 00:43:30,Head Tilt,32.76
2025-12-08 00:43:30,Head Tilt,32.58
2025-12-08 00:43:30,Head Tilt,33.76
2025-12-08 00:43:30,Head Tilt,33.42
2025-12-08 00:43:30,Head Tilt,31.62
2025-12-08 00:43:30,Head Tilt,31.86
2025-12-08 00:43:31,Eyes Closed,0.173
2025-12-08 00:43:31,Eyes Closed,0.19
2025-12-08 00:43:31,Eyes Closed,0.193
2025-12-08 00:43:31,Eyes Closed,0.16
2025-12-08 00:43:32,Eyes Closed,0.149
2025-12-08 00:43:32,Eyes Closed,0.17
2025-12-08 00:43:33,Eyes Closed,0.218
2025-12-08 00:43:34,Eyes Closed,0.249
2025-12-08 00:43:34,Eyes Closed,0.224
2025-12-08 00:43:34,Eyes Closed,0.243
2025-12-08 00:43:34,Eyes Closed,0.203
2025-12-08 00:43:34,Eyes Closed,0.197
2025-12-08 00:43:35,Eyes Closed,0.195
2025-12-08 00:43:35,Eyes Closed,0.211
2025-12-08 00:43:35,Eyes Closed,0.137
