Timestamp,Event,Value
2025-12-08 00:24:48,Eyes Closed,0.157
2025-12-08 00:24:49,Eyes Closed,0.147
2025-12-08 00:24:49,Eyes Closed,0.137
2025-12-08 00:24:49,Eyes Closed,0.135
2025-12-08 00:24:49,Eyes Closed,0.158
2025-12-08 00:24:49,Eyes Closed,0.124
2025-12-08 00:24:49,Eyes Closed,0.137
2025-12-08 00:24:49,Eyes Closed,0.1
2025-12-08 00:24:50,Eyes Closed,0.137
2025-12-08 00:24:50,Eyes Closed,0.154
2025-12-08 00:24:50,Eyes Closed,0.146
2025-12-08 00:24:50,Eyes Closed,0.128
2025-12-08 00:24:50,Eyes Closed,0.154
2025-12-08 00:24:50,Eyes Closed,0.146
2025-12-08 00:24:50,Eyes Closed,0.162
2025-12-08 00:24:50,Eyes Closed,0.205
2025-12-08 00:24:51,Eyes Closed,0.191
2025-12-08 00:24:51,Eyes Closed,0.178
2025-12-08 00:24:51,Eyes Closed,0.118
2025-12-08 00:24:51,Eyes Closed,0.158
2025-12-08 00:24:54,Head Tilt,350.78
2025-12-08 00:24:54,Head Tilt,352.36
2025-12-08 00:24:54,Head Tilt,354.66
2025-12-08 00:24:54,Eyes Closed,0.214
2025-12-08 00:24:54,Eyes Closed,0.173
2025-12-08 00:24:54,Head Tilt,358.92
2025-12-08 00:24:54,Eyes Closed,0.195
2025-12-08 00:24:55,Eyes Closed,0.193
2025-12-08 00:24:55,Head Tilt,359.6
2025-12-08 00:24:56,Yawning,0.818
2025-12-08 00:24:56,Head Tilt,356.56
2025-12-08 00:24:56,Head Tilt,358.65
2025-12-08 00:24:56,Eyes Closed,0.22
2025-12-08 00:24:56,Eyes Closed,0.217
2025-12-08 00:25:01,Eyes Closed,0.118
2025-12-08 00:25:01,Eyes Closed,0.137
2025-12-08 00:25:02,Eyes Closed,0.131
2025-12-08 00:25:02,Eyes Closed,0.111
2025-12-08 00:25:02,Eyes Closed,0.115
2025-12-08 00:25:02,Eyes Closed,0.138
2025-12-08 00:25:03,Eyes Closed,0.145
2025-12-08 00:25:03,Eyes Closed,0.133
2025-12-08 00:25:03,Eyes Closed,0.132
2025-12-08 00:25:04,Eyes Closed,0.162
2025-12-08 00:25:04,Eyes Closed,0.119
2025-12-08 00:25:04,Eyes Closed,0.109
2025-12-08 00:25:04,Eyes Closed,0.128
2025-12-08 00:25:05,Eyes Closed,0.127
2025-12-08 00:25:05,Eyes Closed,0.174
2025-12-08 00:25:05,Eyes Closed,0.196
2025-12-08 00:25:06,Eyes Closed,0.117
2025-12-08 00:25:06,Eyes Closed,0.16
2025-12-08 00:25:07,Eyes Closed,0.215
2025-12-08 00:25:07,Eyes Closed,0.178
2025-12-08 00:25:07,Eyes Closed,0.22
2025-12-08 00:25:07,Eyes Closed,0.201
2025-12-08 00:25:07,Eyes Closed,0.208
2025-12-08 00:25:07,Eyes Closed,0.207
2025-12-08 00:25:07,Eyes Closed,0.201
2025-12-08 00:25:07,Eyes Closed,0.206
2025-12-08 00:25:07,Eyes Closed,0.189
2025-12-08 00:25:07,Eyes Closed,0.182
2025-12-08 00:25:07,Eyes Closed,0.154
2025-12-08 00:25:07,Eyes Closed,0.171
2025-12-08 00:25:08,Eyes Closed,0.144
2025-12-08 00:25:08,Eyes Closed,0.135
2025-12-08 00:25:08,Eyes Closed,0.126
2025-12-08 00:25:08,Eyes Closed,0.116
2025-12-08 00:25:08,Eyes Closed,0.127
2025-12-08 00:25:08,Eyes Closed,0.162
2025-12-08 00:25:08,Eyes Closed,0.149
2025-12-08 00:25:08,Eyes Closed,0.168
2025-12-08 00:25:08,Eyes Closed,0.156
2025-12-08 00:25:08,Eyes Closed,0.14
2025-12-08 00:25:09,Eyes Closed,0.076
2025-12-08 00:25:09,Eyes Closed,0.128
2025-12-08 00:25:09,Eyes Closed,0.131
2025-12-08 00:25:09,Eyes Closed,0.143
2025-12-08 00:25:09,Eyes Closed,0.155
2025-12-08 00:25:09,Eyes Closed,0.139
2025-12-08 00:25:09,Eyes Closed,0.142
2025-12-08 00:25:09,Eyes Closed,0.135
2025-12-08 00:25:09,Eyes Closed,0.173
2025-12-08 00:25:09,Eyes Closed,0.169
2025-12-08 00:25:09,Eyes Closed,0.138
2025-12-08 00:25:10,Eyes Closed,0.09
2025-12-08 00:25:13,Eyes Closed,0.226
2025-12-08 00:25:13,Eyes Closed,0.205
2025-12-08 00:25:14,Eyes Closed,0.134
2025-12-08 00:25:14,Eyes Closed,0.137
2025-12-08 00:25:14,Head Tilt,353.88
2025-12-08 00:25:14,Eyes Closed,0.094
2025-12-08 00:25:14,Eyes Closed,0.108
2025-12-08 00:25:15,Eyes Closed,0.138
2025-12-08 00:25:15,Eyes Closed,0.138
2025-12-08 00:25:15,Eyes Closed,0.116
2025-12-08 00:25:15,Head Tilt,32.51
2025-12-08 00:25:15,Eyes Closed,0.131
2025-12-08 00:25:15,Head Tilt,34.69
2025-12-08 00:25:15,Eyes Closed,0.125
2025-12-08 00:25:15,Head Tilt,32.18
2025-12-08 00:25:15,Eyes Closed,0.146
2025-12-08 00:25:15,Eyes Closed,0.124
2025-12-08 00:25:15,Eyes Closed,0.11
2025-12-08 00:25:15,Eyes Closed,0.075
2025-12-08 00:25:15,Head Tilt,358.34
2025-12-08 00:25:15,Eyes Closed,0.079
2025-12-08 00:25:16,Eyes Closed,0.091
2025-12-08 00:25:16,Eyes Closed,0.096
2025-12-08 00:25:16,Eyes Closed,0.129
2025-12-08 00:25:16,Head Tilt,355.23
2025-12-08 00:25:16,Eyes Closed,0.064
2025-12-08 00:25:16,Head Tilt,352.78
2025-12-08 00:25:17,Eyes Closed,0.128
2025-12-08 00:25:17,Head Tilt,353.55
2025-12-08 00:25:17,Eyes Closed,0.178
2025-12-08 00:25:17,Head Tilt,355.2
2025-12-08 00:25:18,Eyes Closed,0.202
2025-12-08 00:25:18,Eyes Closed,0.195
2025-12-08 00:25:18,Eyes Closed,0.164
2025-12-08 00:25:18,Eyes Closed,0.182
2025-12-08 00:25:18,Eyes Closed,0.221
2025-12-08 00:25:18,Eyes Closed,0.186
2025-12-08 00:25:18,Eyes Closed,0.135
2025-12-08 00:25:18,Eyes Closed,0.223
2025-12-08 00:25:18,Eyes Closed,0.228
2025-12-08 00:25:18,Eyes Closed,0.247
2025-12-08 00:25:19,Eyes Closed,0.237
2025-12-08 00:25:19,Eyes Closed,0.231
2025-12-08 00:25:19,Eyes Closed,0.246
2025-12-08 00:25:19,Eyes Closed,0.241
2025-12-08 00:25:19,Eyes Closed,0.237
2025-12-08 00:25:22,Eyes Closed,0.241
2025-12-08 00:25:25,Head Tilt,352.65
2025-12-08 00:25:27,Eyes Closed,0.242
2025-12-08 00:25:27,Eyes Closed,0.249
2025-12-08 00:25:27,Eyes Closed,0.236
2025-12-08 00:25:28,Head Tilt,359.21
2025-12-08 00:25:28,Eyes Closed,0.158
2025-12-08 00:25:28,Eyes Closed,0.18
2025-12-08 00:25:28,Eyes Closed,0.247
2025-12-08 00:25:28,Eyes Closed,0.235
2025-12-08 00:25:28,Eyes Closed,0.246
2025-12-08 00:25:29,Eyes Closed,0.24
2025-12-08 00:25:29,Eyes Closed,0.236
2025-12-08 00:25:29,Eyes Closed,0.242
2025-12-08 00:25:29,Eyes Closed,0.225
2025-12-08 00:25:29,Eyes Closed,0.237
2025-12-08 00:25:32,Eyes Closed,0.127
2025-12-08 00:25:32,Eyes Closed,0.194
2025-12-08 00:25:32,Eyes Closed,0.209
2025-12-08 00:25:33,Eyes Closed,0.24
2025-12-08 00:25:33,Eyes Closed,0.181
2025-12-08 00:25:33,Eyes Closed,0.125
2025-12-08 00:25:33,Eyes Closed,0.167
2025-12-08 00:25:34,Eyes Closed,0.246
2025-12-08 00:25:34,Eyes Closed,0.245
2025-12-08 00:25:34,Eyes Closed,0.245
2025-12-08 00:25:34,Eyes Closed,0.247
2025-12-08 00:25:34,Head Tilt,358.64
2025-12-08 00:25:35,Head Tilt,357.79
2025-12-08 00:25:36,Head Tilt,353.89
2025-12-08 00:25:36,Head Tilt,357.19
2025-12-08 00:25:36,Eyes Closed,0.115
2025-12-08 00:25:36,Head Tilt,349.96
2025-12-08 00:25:39,Eyes Closed,0.232
2025-12-08 00:25:39,Head Tilt,354.41
2025-12-08 00:25:39,Eyes Closed,0.224
2025-12-08 00:25:39,Head Tilt,353.91
2025-12-08 00:25:39,Eyes Closed,0.203
2025-12-08 00:25:39,Head Tilt,354.74
2025-12-08 00:25:39,Eyes Closed,0.197
2025-12-08 00:25:39,Head Tilt,358.57
2025-12-08 00:25:39,Eyes Closed,0.238
2025-12-08 00:25:39,Head Tilt,356.87
2025-12-08 00:25:39,Head Tilt,359.09
2025-12-08 00:25:39,Eyes Closed,0.195
2025-12-08 00:25:40,Eyes Closed,0.247
2025-12-08 00:25:40,Eyes Closed,0.18
2025-12-08 00:25:41,Eyes Closed,0.132
2025-12-08 00:25:41,Eyes Closed,0.114
2025-12-08 00:25:41,Eyes Closed,0.195
2025-12-08 00:25:42,Eyes Closed,0.16
2025-12-08 00:25:42,Eyes Closed,0.198
2025-12-08 00:25:42,Eyes Closed,0.206
2025-12-08 00:25:42,Eyes Closed,0.193
2025-12-08 00:25:42,Eyes Closed,0.174
2025-12-08 00:25:42,Eyes Closed,0.247
2025-12-08 00:25:45,Head Tilt,356.24
