Timestamp,Event,Value
2025-12-08 00:12:06,Eyes Closed,0.124
2025-12-08 00:12:07,Eyes Closed,0.156
2025-12-08 00:12:07,Eyes Closed,0.177
2025-12-08 00:12:07,Eyes Closed,0.182
2025-12-08 00:12:07,Eyes Closed,0.182
2025-12-08 00:12:07,Eyes Closed,0.186
2025-12-08 00:12:07,Eyes Closed,0.199
2025-12-08 00:12:07,Eyes Closed,0.194
2025-12-08 00:12:07,Eyes Closed,0.19
2025-12-08 00:12:07,Eyes Closed,0.18
2025-12-08 00:12:07,Eyes Closed,0.167
2025-12-08 00:12:07,Eyes Closed,0.146
2025-12-08 00:12:07,Eyes Closed,0.135
2025-12-08 00:12:08,Eyes Closed,0.162
2025-12-08 00:12:08,Eyes Closed,0.145
2025-12-08 00:12:08,Eyes Closed,0.141
2025-12-08 00:12:08,Eyes Closed,0.144
2025-12-08 00:12:08,Eyes Closed,0.186
2025-12-08 00:12:08,Eyes Closed,0.193
2025-12-08 00:12:08,Eyes Closed,0.209
2025-12-08 00:12:08,Eyes Closed,0.196
2025-12-08 00:12:08,Eyes Closed,0.197
2025-12-08 00:12:08,Eyes Closed,0.189
2025-12-08 00:12:08,Eyes Closed,0.209
2025-12-08 00:12:08,Eyes Closed,0.224
2025-12-08 00:12:09,Eyes Closed,0.196
2025-12-08 00:12:09,Eyes Closed,0.208
2025-12-08 00:12:09,Eyes Closed,0.198
2025-12-08 00:12:09,Eyes Closed,0.183
2025-12-08 00:12:09,Eyes Closed,0.21
2025-12-08 00:12:09,Eyes Closed,0.156
2025-12-08 00:12:09,Eyes Closed,0.172
2025-12-08 00:12:09,Eyes Closed,0.17
2025-12-08 00:12:09,Eyes Closed,0.125
2025-12-08 00:12:09,Eyes Closed,0.152
2025-12-08 00:12:09,Eyes Closed,0.154
2025-12-08 00:12:09,Eyes Closed,0.175
2025-12-08 00:12:10,Eyes Closed,0.146
